〆切	(しめきり)
盲唖	(もうあ)
盲唖学校	(もうあがっこう)
盲啞	(もうあ)
盲啞学校	(もうあがっこう)
盲執	(もうしゅう)
茫然	(ぼうぜん,もうぜん,ボーゼン)
茫然自失	(ぼうぜんじしつ)
茫洋	(ぼうよう)
厖大	(ぼうだい)
蟒	(うわばみ,ウワバミ)
蟒蛇	(うわばみ,ウワバミ)
蠎	(うわばみ,ウワバミ)
猫	(ねこ,ネコ)
猫かぶり	(ねこかぶり)
猫なで声	(ねこなでごえ)
猫に小判	(ねこにこばん,ネコにこばん)
猫の額のような	(ねこのひたいのような)
猫ばば	(ねこばば,ネコババ)
猫背	(ねこぜ)
猫被	(ねこかぶり)
猫被り	(ねこかぶり)
猫糞	(ねこばば,ネコババ)
猫撫で声	(ねこなでごえ)
猫目石	(ねこめいし)
猫婆	(ねこばば,ネコババ)
猫舌	(ねこじた)
猫眼石	(ねこめいし)
毛	(け)
毛あな	(けあな)
毛ガニ	(けがに)
毛がに	(けがに)
毛抜き	(けぬき)
毛筆	(もうひつ)
毛並	(けなみ)
毛並み	(けなみ)
毛布	(もうふ)
毛虫	(けむし)
毛髪	(もうはつ)
毛革	(けがわ,もうひ)
毛孔	(けあな)
毛糸	(けいと)
毛皮	(けがわ,もうひ)
毛唐	(けとう)
毛頭	(もうとう)
毛嫌い	(けぎらい)
毛蟹	(けがに)
毛穴	(けあな)
毛織り物	(けおりもの)
毛織物	(けおりもの)
矛	(ほこ,とかり)
矛盾	(むじゅん)
矛楯	(むじゅん)
矛先	(ほこさき)
茅	(かや)
茅場	(かやば)
茅舎	(ぼうしゃ)
茅屋	(ぼうおく,かやや)
錨	(いかり)
卯	(う,ぼう)
卯の花	(うのはな,ウノハナ)
卯年	(うさぎどし,うどし)
卯月	(うづき,うつき,うずき)
昴	(すばる,すまる,ぼう)
茂み	(しげみ)
茂る	(しげる)
茂林	(もりん)
冒す	(おかす)
冒とく	(ぼうとく)
冒涜	(ぼうとく)
冒瀆	(ぼうとく)
冒讀	(ぼうとく)
冒頭	(ぼうとう)
冒険	(ぼうけん)
冒険小説	(ぼうけんしょうせつ)
冒険者	(ぼうけんしゃ)
耄ける	(ボケる,ぼける)
耄れる	(ほれる)
耄碌	(もうろく)
帽章	(ぼうしょう)
帽子	(ぼうし,ボウシ)
貿易	(ぼうえき)
貿易法	(ぼうえきほう)
貿易港	(ぼうえきこう)
貿易会社	(ぼうえきがいしゃ)
貿易品	(ぼうえきひん)
貿易収支	(ぼうえきしゅうし)
貿易業	(ぼうえきぎょう)
貌	(かたち)
沒落	(ぼつらく)
没	(ぼつ)
没後	(ぼつご)
没交渉	(ぼっこうしょう,ぼつこうしょう)
没落	(ぼつらく)
没年	(ぼつねん)
没入	(ぼつにゅう)
没収	(ぼっしゅう)
没書	(ぼっしょ)
没頭	(ぼっとう)
没我的	(ぼつがてき)
苺	(いちご,イチゴ)
枚	(まい)
枚挙	(まいきょ)
枚数	(まいすう)
栂指	(ぼし)
眉	(まゆ,まみえ)
眉つばもの	(まゆつばもの)
眉尖刀	(なぎなた)
眉間	(みけん)
眉尻	(まゆじり)
眉毛	(まゆげ)
眉墨	(まゆずみ)
眉目	(びもく)
眉唾もの	(まゆつばもの)
眉唾物	(まゆつばもの)
眉雪	(びせつ)
眉宇	(びう)
莓	(いちご,イチゴ)
梅	(うめ,むめ,ウメ)
梅毒	(ばいどく)
梅干	(うめぼし)
梅干し	(うめぼし)
梅花	(ばいか)
梅見	(うめみ)
梅酒	(うめしゅ)
梅林	(ばいりん)
梅雨	(つゆ,ばいう)
梅雨期	(ばいうき)
梅雨晴れ	(つゆばれ)
梅雨入り	(つゆいり,にゅうばい,ついり)
媒	(なかだち)
媒介	(ばいかい)
媒介物	(ばいかいぶつ)
媒鳥	(おとり,オトリ)
媒染剤	(ばいせんざい)
媒人	(なこうど,ちゅうにん)
媒妁	(ばいしゃく)
媒妁人	(ばいしゃくにん)
媒体	(ばいたい)
媒体終端	(ばいたいしゅうたん)
媒質	(ばいしつ)
媒酌	(ばいしゃく)
媒酌人	(ばいしゃくにん)
楳	(うめ,むめ,ウメ)
煤	(すす,スス)
煤ける	(すすける)
煤烟	(ばいえん)
煤煙	(ばいえん)
黴	(カビ,かび)
黴臭い	(かびくさい,カビくさい)
黴毒	(ばいどく)
黴菌	(ばいきん,バイキン)
黴雨	(つゆ,ばいう)
毎	(ごと)
毎に	(ごとに)
毎朝	(まいあさ,まいちょう)
毎度	(まいど)
毎回	(まいかい)
毎々	(まいまい)
毎毎	(まいまい)
毎秒	(まいびょう)
毎年	(まいとし,まいねん)
毎日	(まいにち)
毎時	(まいじ)
毎晩	(まいばん)
毎月	(まいつき,まいげつ)
毎週	(まいしゅう)
美	(び)
美しい	(うつくしい)
美醜	(びしゅう)
美辞麗句	(びじれいく)
美大	(びだい)
美徳	(びとく)
美的	(びてき)
美的嫌悪	(びてきけんお)
美点	(びてん)
美風	(びふう)
美港	(びこう)
美観	(びかん)
美化	(びか)
美空	(みそら)
美貌	(びぼう)
美名	(びめい)
美男	(びなん,びだん)
美男子	(びだんし,びなんし)
美女	(びじょ)
美人	(びじん)
美人局	(つつもたせ,びじんきょく)
美容	(びよう)
美容師	(びようし)
美容体操	(びようたいそう)
美容院	(びよういん)
美容整形	(びようせいけい)
美少年	(びしょうねん)
美少女	(びしょうじょ)
美事	(みごと)
美術	(びじゅつ)
美術大学	(びじゅつだいがく)
美術館	(びじゅつかん)
美術品	(びじゅつひん)
美術学校	(びじゅつがっこう)
美味	(びみ)
美味い	(うまい)
美味しい	(おいしい,オイシイ)
美学	(びがく)
美姫	(びき)
美粧院	(びしょういん)
躾	(しつけ)
躾け	(しつけ)
躾ける	(しつける)
躾け方	(しつけかた)
躾る	(しつける)
躾方	(しつけかた)
妹	(いもうと)
妹さん	(いもうとさん)
寐る	(ねる)
寐坊	(ねぼう)
媚	(こび)
媚かしい	(なまめかしい)
媚び	(こび)
媚びる	(こびる)
媚る	(こびる)
媚態	(びたい)
媚薬	(びやく)
魅かれる	(ひかれる)
魅す	(ばかす)
魅惑	(みわく)
魅了	(みりょう)
魅力	(みりょく)
魅力的	(みりょくてき)
門	(もん)
門歯	(もんし)
門地	(もんち)
門弟	(もんてい)
門閥	(もんばつ)
門番	(もんばん)
門扉	(もんぴ)
門戸	(もんこ)
門口	(かどぐち)
門松	(かどまつ)
門徒	(もんと)
門外不出	(もんがいふしゅつ)
門外漢	(もんがいかん)
門下生	(もんかせい)
門限	(もんげん)
悶える	(もだえる)
悶々	(もんもん)
悶悶	(もんもん)
悶死	(もんし)
悶着	(もんちゃく,もんぢゃく)
虻	(あぶ,あむ,アブ)
萌え出る	(もえでる)
萌え木	(もえぎ)
萌し	(きざし)
萌す	(きざす)
萌む	(めぐむ)
萌やし	(もやし,モヤシ)
萌黄色	(もえぎいろ)
萌木	(もえぎ)
萌木色	(もえぎいろ)
萌芽	(ほうが)
蒙る	(こうむる)
蒙古	(もうこ)
蒙昧	(もうまい)
盟う	(ちかう)
盟友	(めいゆう)
盟約	(めいやく)
盟主	(めいしゅ)
儚い	(はかない)
蝱	(あぶ,あむ,アブ)
濛々	(もうもう)
濛濛	(もうもう)
檬果	(マンゴー,マンゴ)
曚昧	(もうまい)
朦朧	(もうろう)
朦々	(もうもう)
朦朦	(もうもう)
矇昧	(もうまい)
艨艟	(もうどう)
猛きん	(もうきん)
猛し	(たけし)
猛打	(もうだ)
猛打者	(もうだしゃ)
猛毒	(もうどく)
猛攻	(もうこう)
猛攻撃	(もうこうげき)
猛虎	(もうこ)
猛烈	(もうれつ)
猛々しい	(たけだけしい)
猛猛しい	(たけだけしい)
猛鳥	(もうちょう)
猛禽	(もうきん)
猛犬	(もうけん)
猛獣	(もうじゅう)
猛暑	(もうしょ)
猛威	(もうい)
猛者	(もさ,もうざ)
夢	(ゆめ)
夢にも	(ゆめにも)
夢みる	(ゆめみる)
夢を見る	(ゆめをみる)
夢幻	(むげん,ゆめまぼろし)
夢見る	(ゆめみる)
夢精	(むせい)
夢想	(むそう)
夢想家	(むそうか)
夢心地	(ゆめごこち)
夢遊病	(むゆうびょう)
夢中	(むちゅう)
夣	(ゆめ)
弥次	(やじ,ヤジ)
弥次る	(やじる,ヤジる)
弥縫	(びほう)
弥久	(びきゅう)
弥々	(いよいよ)
弥撒	(ミサ)
弥生	(やよい,いやおい)
弥生時代	(やよいじだい)
迷いこむ	(まよいこむ)
迷い込む	(まよいこむ)
迷い子	(まよいご)
迷う	(まよう)
迷わす	(まよわす)
迷彩	(めいさい)
迷児	(まいご)
迷宮	(めいきゅう)
迷惑	(めいわく)
迷路	(めいろ)
迷夢	(めいむ)
迷妄	(めいもう)
迷信	(めいしん)
迷子	(まいご)
謎	(なぞ)
謎々	(なぞなぞ)
謎謎	(なぞなぞ)
糜爛	(びらん,ビラン)
糜爛剤	(びらんざい,ビランざい)
糜爛性	(びらんせい)
靡かす	(なびかす)
靡かせる	(なびかせる)
靡く	(なびく)
米	(こめ,コメ)
米ソ	(べいソ)
米ドル	(べいドル)
米苞	(こめだわら)
米俵	(こめだわら)
米東部時間	(べいとうぶじかん)
米飯	(べいはん)
米粉	(こめこ,べいふん)
米穀	(べいこく)
米国	(べいこく)
米国民	(べいこくみん)
米国人	(べいこくじん)
米海兵隊	(べいかいへいたい)
米海軍	(べいかいぐん)
米航空宇宙局	(べいこうくううちゅうきょく)
米話	(べいわ)
米軍	(べいぐん)
米空軍	(べいくうぐん)
米粒	(こめつぶ)
米陸軍	(べいりくぐん)
米麦	(べいばく)
米上院	(べいじょういん)
米価	(べいか)
米俗	(べいぞく)
米突	(メートル)
米屋	(こめや)
米議会	(べいぎかい)
米印	(こめじるし)
米語	(べいご)
米作	(べいさく)
弭	(はず)
糸	(いと)
糸ミミズ	(イトミミズ,いとみみず)
糸みみず	(イトミミズ,いとみみず)
糸車	(いとぐるま)
糸電話	(いとでんわ)
糸瓜	(へちま,ヘチマ)
糸口	(いとぐち)
糸切り歯	(いときりば)
糸切歯	(いときりば)
糸蚯蚓	(イトミミズ,いとみみず)
糸爪	(へちま,ヘチマ)
糸竹	(しちく)
泌尿器	(ひにょうき,ひつにょうき)
泌尿器科	(ひにょうきか)
秘けつ	(ひけつ)
秘めごと	(ひめごと)
秘める	(ひめる)
秘め事	(ひめごと)
秘奥	(ひおう)
秘宝	(ひほう)
秘蔵	(ひぞう,ひそう)
秘法	(ひほう)
秘話	(ひわ)
秘結	(ひけつ)
秘境	(ひきょう)
秘決	(ひけつ)
秘訣	(ひけつ)
秘露	(ペルー)
秘密	(ひみつ)
秘密投票	(ひみつとうひょう)
秘匿	(ひとく)
秘書	(ひしょ)
秘書室	(ひしょしつ)
秘術	(ひじゅつ)
秘湯	(ひとう)
秘薬	(ひやく)
秘儀	(ひぎ)
秘伝	(ひでん)
秘中	(ひちゅう)
密閉	(みっぺい)
密度	(みつど)
密封	(みっぷう)
密告	(みっこく)
密航	(みっこう)
密会	(みっかい)
密集	(みっしゅう)
密教	(みっきょう)
密接	(みっせつ)
密猟	(みつりょう)
密猟者	(みつりょうしゃ)
密令	(みつれい)
密売	(みつばい)
密売品	(みつばいひん)
密入国	(みつにゅうこく,みつにゅうごく)
密室	(みっしつ)
密輸	(みつゆ)
密通	(みっつう)
密着	(みっちゃく)
蜜蜂	(ミツバチ,みつばち)
蜜柑	(みかん,ミカン)
蜜柑畑	(みかんばたけ)
蜜接	(みっせつ)
冪	(べき)
冪乗	(べきじょう)
羃	(べき)
芇	(じご,ジゴ)
眠い	(ねむい)
眠け	(ねむけ)
眠たい	(ねむたい,ねぶたい)
眠り	(ねむり,ねぶり)
眠り薬	(ねむりぐすり)
眠る	(ねむる,ねぶる)
眠気	(ねむけ)
棉	(わた,ワタ)
綿	(わた,ワタ)
綿あめ	(わたあめ)
綿布	(めんぷ)
綿津見	(かいじん,かいしん,わたつみ)
綿密	(めんみつ)
綿羊	(めんよう)
綿飴	(わたあめ)
綿織物	(めんおりもの)
免	(めん)
免じて	(めんじて)
免じる	(めんじる)
免ずる	(めんずる)
免れる	(まぬがれる,まぬかれる)
免除	(めんじょ)
免黜	(めんちゅつ)
免官	(めんかん)
免許	(めんきょ)
免許皆伝	(めんきょかいでん)
免許証	(めんきょしょう)
免許状	(めんきょじょう)
免囚	(めんしゅう)
免税	(めんぜい)
免税表	(めんぜいひょう)
免税品	(めんぜいひん)
免訴	(めんそ)
免役	(めんえき)
免疫	(めんえき)
免疫性	(めんえきせい)
免疫血清	(めんえきけっせい)
免責	(めんせき)
免責条項	(めんせきじょうこう)
免職	(めんしょく)
免状	(めんじょう)
免租	(めんそ)
免租地	(めんそち)
免罪	(めんざい)
免罪符	(めんざいふ)
勉めて	(つとめて)
勉める	(つとめる)
勉励	(べんれい)
勉強	(べんきょう)
勉強家	(べんきょうか)
勉強中	(べんきょうちゅう)
勉学	(べんがく)
冕	(べん)
冕冠	(べんかん)
緬羊	(めんよう)
面	(めん)
面くらう	(めんくらう)
面する	(めんする)
面白	(おもしろ)
面白い	(おもしろい)
面白み	(おもしろみ)
面白味	(おもしろみ)
面喰い	(めんくい)
面喰う	(めんくらう)
面喰らう	(めんくらう)
面従腹背	(めんじゅうふくはい)
面倒	(めんどう)
面倒くさい	(めんどくさい,めんどうくさい,メンドくさい)
面倒臭い	(めんどくさい,めんどうくさい,メンドくさい)
面画	(めんが)
面会	(めんかい)
面積	(めんせき)
面接	(めんせつ)
面々	(めんめん)
面面	(めんめん)
面目	(めんぼく,めんもく,めいぼく)
面皰	(にきび,ニキビ)
面前	(めんぜん)
面食い	(めんくい)
面食らう	(めんくらう)
面相	(めんそう)
面相筆	(めんそうふで)
面影	(おもかげ)
面汚し	(つらよごし)
面子	(メンツ)
麪	(めん)
麪棒	(めんぼう)
麪類	(めんるい)
麺	(めん)
麺棒	(めんぼう)
麺類	(めんるい)
麵	(めん)
麵類	(めんるい)
苗	(なえ)
苗床	(なえどこ)
苗代	(なわしろ,なえしろ)
苗木	(なえぎ)
苗字	(みょうじ)
描きだす	(えがきだす)
描きなぐる	(かきなぐる)
描き出す	(えがきだす)
描き分ける	(かきわける)
描き殴る	(かきなぐる)
描き文字	(かきもじ)
描き写す	(かきうつす)
描く	(えがく,かく)
描出	(びょうしゅつ)
描画	(びょうが)
描写	(びょうしゃ)
描写す	(かきうつす)
描寫	(びょうしゃ)
杪	(こずえ)
秒	(びょう)
秒読み	(びょうよみ)
秒速	(びょうそく)
秒針	(びょうしん)
妙	(みょう)
妙案	(みょうあん)
妙技	(みょうぎ)
妙手	(みょうしゅ)
妙味	(みょうみ)
妙薬	(みょうやく)
滅す	(ほろぼす)
滅びる	(ほろびる)
滅ぼす	(ほろぼす)
滅茶苦茶	(めちゃくちゃ,メチャクチャ,めっちゃくちゃ)
滅茶滅茶	(めちゃめちゃ,メチャメチャ)
滅多	(めった)
滅多にない	(めったにない)
滅多に無い	(めったにない)
滅法	(めっぽう)
滅金	(メッキ,めっき)
滅裂	(めつれつ)
滅却	(めっきゃく)
滅入る	(めいる)
滅亡	(めつぼう)
蔑む	(さげすむ)
蔑ろ	(ないがしろ)
蔑ろにする	(ないがしろにする)
蔑視	(べっし)
民	(たみ)
民本主義	(みんぽんしゅぎ)
民兵	(みんぺい)
民草	(たみくさ,たみぐさ)
民徳	(みんとく)
民度	(みんど)
民法	(みんぽう)
民風	(みんぷう)
民福	(みんぷく)
民国	(みんこく)
民戸	(みんこ)
民話	(みんわ)
民家	(みんか)
民間	(みんかん)
民間飛行	(みんかんひこう)
民間航空機	(みんかんこうくうき)
民間人	(みんかんじん)
民力	(みんりょく)
民利	(みんり)
民論	(みんろん)
民情	(みんじょう)
民権	(みんけん)
民人	(みんじん)
民生	(みんせい)
民生委員	(みんせいいいん)
民事	(みんじ)
民事裁判	(みんじさいばん)
民事的	(みんじてき)
民事上	(みんじじょう)
民事事件	(みんじじけん)
民事訴訟	(みんじそしょう)
民数記	(みんすうき)
民俗	(みんぞく)
民俗学	(みんぞくがく)
民宿	(みんしゅく)
民譚集	(みんだんしゅう)
民団	(みんだん)
民望	(みんぼう)
民心	(みんしん)
民需	(みんじゅ)
民需品	(みんじゅひん)
民選	(みんせん)
民謡	(みんよう)
民業	(みんぎょう)
民意	(みんい)
民営	(みんえい)
民営化	(みんえいか)
民営化企業	(みんえいかきぎょう)
民有	(みんゆう)
民約説	(みんやくせつ)
民芸	(みんげい)
民芸品	(みんげいひん)
民政	(みんせい)
民政長官	(みんせいちょうかん)
民衆	(みんしゅう)
民衆的	(みんしゅうてき)
民衆駅	(みんしゅうえき)
民主	(みんしゅ)
民主党	(みんしゅとう)
民主党全国委員会	(みんしゅとうぜんこくいいんかい)
民主的	(みんしゅてき)
民主国	(みんしゅこく)
民主化	(みんしゅか)
民主化運動	(みんしゅかうんどう)
民主活動家	(みんしゅかつどうか)
民主政体	(みんしゅせいたい)
民主政治	(みんしゅせいじ)
民主主義	(みんしゅしゅぎ)
民族	(みんぞく)
民族大虐殺	(みんぞくだいぎゃくさつ)
民族的	(みんぞくてき)
民族精神	(みんぞくせいしん)
民族史	(みんぞくし)
民族学	(みんぞくがく)
民族学者	(みんぞくがくしゃ)
民族意識	(みんぞくいしき)
民族主義	(みんぞくしゅぎ)
民族自決	(みんぞくじけつ)
民族宗教	(みんぞくしゅうきょう)
罠	(わな)
皿	(さら)
皿ばかり	(さらばかり)
皿秤	(さらばかり)
皿洗い	(さらあらい)
皿洗い機	(さらあらいき)
敏しょう	(びんしょう)
敏感	(びんかん)
敏活	(びんかつ)
敏捷	(びんしょう)
敏速	(びんそく)
